measurement_id,date,mthw,mtnw,planned_bed_depth,actual_bed_depth,site_id,site_name,parent_id,km_start,km_end,diver_name,protocolist_name,case_worker_name
1638,2005-07-04,56.0,0.0,-1.399999976158142,-1.399999976158142,747,0001,249.0,,,WSA Magdeburg,ichich,
3710,2005-07-04,56.0,0.0,-1.399999976158142,-1.399999976158142,747,0001,249.0,,,,,Eißfeldt
1639,2005-07-05,56.0,0.0,-2.0,-2.0,748,0002,249.0,,,WSA Magdeburg,ichich,
3711,2005-07-05,56.0,0.0,-2.0,-2.0,748,0002,249.0,,,,,Eißfeldt
3712,2005-07-05,56.0,0.0,-3.0,-3.0,749,0003,249.0,,,,,Eißfeldt
1640,2005-07-05,56.0,0.0,-3.0,-3.0,749,0003,249.0,,,WSA Magdeburg,ichich,
3713,2005-07-05,56.0,0.0,-3.5,-3.5,750,0004,249.0,,,,,Eißfeldt
1641,2005-07-05,56.0,0.0,-3.5,-3.5,750,0004,249.0,,,WSA Magdeburg,ichich,
3714,2005-07-06,56.0,0.0,-3.0,-3.0,751,0005,249.0,,,,,Eißfeldt
1642,2005-07-06,56.0,0.0,-3.0,-3.0,751,0005,249.0,,,WSA Magdeburg,ichich,
1643,2005-07-06,56.0,0.0,-3.5,-3.5,752,0006,249.0,,,WSA Magdeburg,ichich,
3715,2005-07-06,56.0,0.0,-3.5,-3.5,752,0006,249.0,,,,,Eißfeldt
3716,2005-07-07,56.0,0.0,-3.5,-3.5,753,0007,249.0,,,,,Eißfeldt
1644,2005-07-07,56.0,0.0,-3.5,-3.5,753,0007,249.0,,,WSA Magdeburg,ichich,
3717,2005-07-07,56.0,0.0,-3.0,-3.0,754,0008,249.0,,,,,Eißfeldt
1645,2005-07-07,56.0,0.0,-3.0,-3.0,754,0008,249.0,,,WSA Magdeburg,ichich,
2462,1993-04-21,0.0,0.0,-5.900000095367432,-5.900000095367432,755,0003,250.0,,,,,Berndt
382,1993-04-21,0.0,0.0,-5.900000095367432,-5.900000095367432,755,0003,250.0,,,WSA Lübeck,ichich,
383,1993-04-22,0.0,0.0,-5.900000095367432,-5.900000095367432,756,0004,250.0,,,WSA Lübeck,ichich,
2463,1993-04-22,0.0,0.0,-5.900000095367432,-5.900000095367432,756,0004,250.0,,,,,Berndt
2458,1993-04-22,0.0,0.0,-5.800000190734863,-5.800000190734863,757,0005,250.0,,,,,Berndt
378,1993-04-22,0.0,0.0,-5.800000190734863,-5.800000190734863,757,0005,250.0,,,WSA Lübeck,ichich,
2459,1993-04-27,0.0,0.0,-6.800000190734863,-6.800000190734863,758,0006,250.0,,,,,Berndt
379,1993-04-27,0.0,0.0,-6.800000190734863,-6.800000190734863,758,0006,250.0,,,WSA Lübeck,ichich,
380,1993-04-27,0.0,0.0,-5.900000095367432,-5.900000095367432,759,0007,250.0,,,WSA Lübeck,ichich,
2460,1993-04-27,0.0,0.0,-5.900000095367432,-5.900000095367432,759,0007,250.0,,,,,Berndt
2461,1993-04-28,0.0,0.0,-5.900000095367432,-5.900000095367432,760,0008,250.0,,,,,Berndt
381,1993-04-28,0.0,0.0,-5.900000095367432,-5.900000095367432,760,0008,250.0,,,WSA Lübeck,ichich,
4099,2012-08-29,19.5,0.0,-7.800000190734863,-7.800000190734863,761,011D/12,251.0,,,,,Jakobs
2033,2012-08-29,19.5,0.0,-7.800000190734863,-7.800000190734863,761,011D/12,251.0,,,WSA Magdeburg,Jakobs,
4100,2012-08-30,19.5,0.0,-7.800000190734863,-7.800000190734863,762,012D/12,251.0,,,,,Jakobs
2034,2012-08-30,19.5,0.0,-7.800000190734863,-7.800000190734863,762,012D/12,251.0,,,WSA Magdeburg,Jakobs,
4101,2012-08-30,19.5,0.0,-8.399999618530273,-8.399999618530273,763,013D/12,251.0,,,,,Jakobs
2035,2012-08-30,19.5,0.0,-8.399999618530273,-8.399999618530273,763,013D/12,251.0,,,WSA Magdeburg,Jakobs,
1054,1999-05-03,0.0,0.0,-8.399999618530273,-8.399999618530273,764,0001,252.0,,,WSA Lübeck,ichich,
3132,1999-05-03,0.0,0.0,-8.399999618530273,-8.399999618530273,764,0001,252.0,,,,,Alberts
1042,1999-05-04,0.0,0.0,-8.300000190734863,-8.300000190734863,765,0002,252.0,,,WSA Lübeck,ichich,
3120,1999-05-04,0.0,0.0,-8.300000190734863,-8.300000190734863,765,0002,252.0,,,,,Alberts
3309,1999-05-04,0.0,0.0,-5.0,-5.0,766,0003,252.0,,,,,Alberts
1243,1999-05-04,0.0,0.0,-5.0,-5.0,766,0003,252.0,,,WSA Lübeck,ichich,
1055,1999-05-05,0.0,0.0,-8.300000190734863,-8.300000190734863,767,0004,252.0,,,WSA Lübeck,ichich,
3133,1999-05-05,0.0,0.0,-8.300000190734863,-8.300000190734863,767,0004,252.0,,,,,Alberts
1056,1999-05-06,0.0,0.0,-8.300000190734863,-8.300000190734863,768,0005,252.0,,,WSA Lübeck,ichich,
3134,1999-05-06,0.0,0.0,-8.300000190734863,-8.300000190734863,768,0005,252.0,,,,,Alberts
3310,1999-05-06,0.0,0.0,-5.0,-5.0,769,0006,252.0,,,,,Alberts
1244,1999-05-06,0.0,0.0,-5.0,-5.0,769,0006,252.0,,,WSA Lübeck,ichich,
1363,1988-05-26,0.0,0.0,-13.199999809265137,-13.100000381469727,770,2001D,253.0,,,"Ingber, Wilhelmshaven",ichich,
3385,1988-05-26,0.0,0.0,-13.199999809265137,-13.100000381469727,770,2001D,253.0,,,,,Alberts
1364,1988-05-26,0.0,0.0,-11.199999809265137,-11.199999809265137,771,2002D,253.0,,,"Ingber, Wilhelmshaven",ichich,
3386,1988-05-26,0.0,0.0,-11.199999809265137,-11.199999809265137,771,2002D,253.0,,,,,Alberts
3384,1988-05-27,0.0,0.0,-11.100000381469727,-11.100000381469727,772,2003D,253.0,,,,,Alberts
1362,1988-05-27,0.0,0.0,-11.100000381469727,-11.100000381469727,772,2003D,253.0,,,"Ingber, Wilhelmshaven",ichich,
3382,1988-05-30,0.0,0.0,-9.5,-9.5,773,2004D,253.0,,,,,Alberts
1360,1988-05-30,0.0,0.0,-9.5,-9.5,773,2004D,253.0,,,"Ingber, Wilhelmshaven",ichich,
1361,1988-05-31,0.0,0.0,-8.5,-8.5,774,2005D,253.0,,,"Ingber, Wilhelmshaven",ichich,
3383,1988-05-31,0.0,0.0,-8.5,-8.5,774,2005D,253.0,,,,,Alberts
626,1993-06-08,1.0,-1.2999999523162842,-7.099999904632568,-7.099999904632568,775,0009,254.0,,,WSA Brunsbüttel,ichich,
2704,1993-06-08,1.0,-1.2999999523162842,-7.099999904632568,-7.099999904632568,775,0009,254.0,,,,,Berndt
2703,1993-06-09,1.0,-1.2999999523162842,-5.599999904632568,-5.599999904632568,776,0010,254.0,,,,,Berndt
625,1993-06-09,1.0,-1.2999999523162842,-5.599999904632568,-5.599999904632568,776,0010,254.0,,,WSA Brunsbüttel,ichich,
3447,1991-09-16,2.4000000953674316,-1.399999976158142,-9.699999809265137,-9.699999809265137,777,0001,255.0,,,,,Berndt
1466,1991-09-16,2.4000000953674316,-1.399999976158142,-9.699999809265137,-9.699999809265137,777,0001,255.0,,,"Heros, Hamburg",ichich,
69,1991-09-17,2.4000000953674316,-1.399999976158142,-9.699999809265137,-9.699999809265137,778,0005,255.0,,,"Heros, Hamburg",ichich,
2148,1991-09-17,2.4000000953674316,-1.399999976158142,-9.699999809265137,-9.699999809265137,778,0005,255.0,,,,,Berndt
1118,1988-08-29,0.0,0.0,-9.199999809265137,-9.199999809265137,779,2001M,256.0,,,WSA Lübeck,ichich,
3196,1988-08-29,0.0,0.0,-9.199999809265137,-9.199999809265137,779,2001M,256.0,,,,,Berndt
3197,1988-08-29,0.0,0.0,-10.0,-10.0,780,2002M,256.0,,,,,Berndt
1119,1988-08-29,0.0,0.0,-10.0,-10.0,780,2002M,256.0,,,WSA Lübeck,ichich,
3198,1988-08-30,0.0,0.0,-13.100000381469727,-13.100000381469727,781,2003M,256.0,,,,,Berndt
1120,1988-08-30,0.0,0.0,-13.100000381469727,-13.100000381469727,781,2003M,256.0,,,WSA Lübeck,ichich,
1121,1988-08-30,0.0,0.0,-12.5,-12.5,782,2004M,256.0,,,WSA Lübeck,ichich,
3199,1988-08-30,0.0,0.0,-12.5,-12.5,782,2004M,256.0,,,,,Berndt
3200,1988-08-30,0.0,0.0,-13.0,-13.0,783,2005M,256.0,,,,,Berndt
1122,1988-08-30,0.0,0.0,-13.0,-13.0,783,2005M,256.0,,,WSA Lübeck,ichich,
1123,1988-08-30,0.0,0.0,-14.5,-14.5,784,2006M,256.0,,,WSA Lübeck,ichich,
3201,1988-08-30,0.0,0.0,-14.5,-14.5,784,2006M,256.0,,,,,Berndt
3195,1988-08-31,0.0,0.0,-14.5,-14.5,785,2007M,256.0,,,,,Berndt
1117,1988-08-31,0.0,0.0,-14.5,-14.5,785,2007M,256.0,,,WSA Lübeck,ichich,
2515,1996-06-24,0.0,0.0,-3.299999952316284,-3.299999952316284,786,0001OFPN,257.0,,,,,Berndt
435,1996-06-24,0.0,0.0,-3.299999952316284,-3.299999952316284,786,0001OFPN,257.0,,,WSA Lübeck,ichich,
437,1996-06-24,0.0,0.0,-2.799999952316284,-2.799999952316284,787,0002OFPN,257.0,,,WSA Lübeck,ichich,
2517,1996-06-24,0.0,0.0,-2.799999952316284,-2.799999952316284,787,0002OFPN,257.0,,,,,Berndt
2516,1996-06-24,0.0,0.0,-3.299999952316284,-3.299999952316284,788,0003OFPN,257.0,,,,,Berndt
436,1996-06-24,0.0,0.0,-3.299999952316284,-3.299999952316284,788,0003OFPN,257.0,,,WSA Lübeck,ichich,
441,1996-06-25,0.0,0.0,-3.299999952316284,-3.299999952316284,789,1001UFPN,257.0,,,WSA Lübeck,ichich,
2521,1996-06-25,0.0,0.0,-3.299999952316284,-3.299999952316284,789,1001UFPN,257.0,,,,,Berndt
442,1996-06-25,0.0,0.0,-3.299999952316284,-3.299999952316284,790,1002UFPN,257.0,,,WSA Lübeck,ichich,
2522,1996-06-25,0.0,0.0,-3.299999952316284,-3.299999952316284,790,1002UFPN,257.0,,,,,Berndt
2523,1996-06-25,0.0,0.0,-3.299999952316284,-3.299999952316284,791,1003UFPN,257.0,,,,,Berndt
443,1996-06-25,0.0,0.0,-3.299999952316284,-3.299999952316284,791,1003UFPN,257.0,,,WSA Lübeck,ichich,
438,1996-06-26,0.0,0.0,-4.300000190734863,-4.300000190734863,792,2001STEI,257.0,,,WSA Lübeck,ichich,
2518,1996-06-26,0.0,0.0,-4.300000190734863,-4.300000190734863,792,2001STEI,257.0,,,,,Berndt
2519,1996-06-26,0.0,0.0,-3.299999952316284,-3.299999952316284,793,2002STEI,257.0,,,,,Berndt
439,1996-06-26,0.0,0.0,-3.299999952316284,-3.299999952316284,793,2002STEI,257.0,,,WSA Lübeck,ichich,
440,1996-06-26,0.0,0.0,-3.299999952316284,-3.299999952316284,794,2003STEI,257.0,,,WSA Lübeck,ichich,
2520,1996-06-26,0.0,0.0,-3.299999952316284,-3.299999952316284,794,2003STEI,257.0,,,,,Berndt
969,1996-06-27,0.0,0.0,-4.300000190734863,-4.300000190734863,795,3001OFVO,257.0,,,WSA Lübeck,ichich,
3047,1996-06-27,0.0,0.0,-4.300000190734863,-4.300000190734863,795,3001OFVO,257.0,,,,,Berndt
970,1996-06-27,0.0,0.0,-5.300000190734863,-5.300000190734863,796,3002OFVO,257.0,,,WSA Lübeck,ichich,
3048,1996-06-27,0.0,0.0,-5.300000190734863,-5.300000190734863,796,3002OFVO,257.0,,,,,Berndt
971,1996-06-27,0.0,0.0,-5.300000190734863,-5.300000190734863,797,3003OFVO,257.0,,,WSA Lübeck,ichich,
3049,1996-06-27,0.0,0.0,-5.300000190734863,-5.300000190734863,797,3003OFVO,257.0,,,,,Berndt
1101,2001-08-30,7.5,0.0,-7.699999809265137,-7.699999809265137,798,0005,258.0,,,WSA Meppen,ichich,
3179,2001-08-30,7.5,0.0,-7.699999809265137,-7.699999809265137,798,0005,258.0,,,,,Eißfeldt
3180,2001-08-30,7.5,0.0,-7.199999809265137,-7.199999809265137,799,0006,258.0,,,,,Eißfeldt
1102,2001-08-30,7.5,0.0,-7.199999809265137,-7.199999809265137,799,0006,258.0,,,WSA Meppen,ichich,
1100,2001-08-31,7.5,0.0,-7.199999809265137,-7.199999809265137,800,0007,258.0,,,WSA Meppen,ichich,
3178,2001-08-31,7.5,0.0,-7.199999809265137,-7.199999809265137,800,0007,258.0,,,,,Eißfeldt
1099,2001-09-03,7.5,0.0,-7.199999809265137,-7.199999809265137,801,0008,258.0,,,WSA Meppen,ichich,
3177,2001-09-03,7.5,0.0,-7.199999809265137,-7.199999809265137,801,0008,258.0,,,,,Eißfeldt
3817,2006-10-05,68.5999984741211,0.0,-6.5,-6.5,802,0001,259.0,,,,,Jakobs
1742,2006-10-05,68.5999984741211,0.0,-6.5,-6.5,802,0001,259.0,,,Keteler & Hirt Koblenz,Lührs,
3818,2006-10-04,68.5999984741211,0.0,-5.0,-5.0,803,0002,259.0,,,,,Jakobs
1743,2006-10-04,68.5999984741211,0.0,-5.0,-5.0,803,0002,259.0,,,Keteler & Hirt Koblenz,Lührs,
1744,2006-10-04,68.5999984741211,0.0,-5.0,-5.0,804,0003,259.0,,,Keteler & Hirt Koblenz,Lührs,
3819,2006-10-04,68.5999984741211,0.0,-5.0,-5.0,804,0003,259.0,,,,,Jakobs
1745,2006-10-04,68.5999984741211,0.0,-5.0,-5.0,805,0004,259.0,,,Keteler & Hirt Koblenz,Lührs,
3820,2006-10-04,68.5999984741211,0.0,-5.0,-5.0,805,0004,259.0,,,,,Jakobs
1839,2007-10-15,32.29999923706055,0.0,-4.5,-4.5,806,01/07,260.0,,,Brandenburg,Jakobs,
3905,2007-10-15,32.29999923706055,0.0,-4.5,-4.5,806,01/07,260.0,,,,,Jakobs
1838,2007-10-22,32.29999923706055,0.0,-4.5,-4.5,807,09/07,260.0,,,Brandenburg,Jakobs,
3904,2007-10-22,32.29999923706055,0.0,-4.5,-4.5,807,09/07,260.0,,,,,Jakobs
330,2007-10-22,32.29999923706055,0.0,-4.5,-4.5,808,10/07,260.0,,,Brandenburg,Jakobs,
2410,2007-10-22,32.29999923706055,0.0,-4.5,-4.5,808,10/07,260.0,,,,,Jakobs
1837,2007-10-23,32.29999923706055,0.0,-4.5,-4.5,809,11/07,260.0,,,Brandenburg,Jakobs,
3903,2007-10-23,32.29999923706055,0.0,-4.5,-4.5,809,11/07,260.0,,,,,Jakobs
1836,2007-10-23,32.29999923706055,0.0,-4.5,-4.5,810,12/07,260.0,,,Brandenburg,Jakobs,
3902,2007-10-23,32.29999923706055,0.0,-4.5,-4.5,810,12/07,260.0,,,,,Jakobs
1835,2007-10-17,32.29999923706055,0.0,-4.5,-4.5,811,15/07,260.0,,,Brandenburg,Jakobs,
3901,2007-10-17,32.29999923706055,0.0,-4.5,-4.5,811,15/07,260.0,,,,,Jakobs
682,1987-08-20,1.399999976158142,-1.7000000476837158,-7.199999809265137,-7.199999809265137,812,0009,261.0,,,"Heros, Hamburg",ichich,
2759,1987-08-20,1.399999976158142,-1.7000000476837158,-7.199999809265137,-7.199999809265137,812,0009,261.0,,,,,Alberts
2159,1987-08-20,1.399999976158142,-1.7000000476837158,-6.300000190734863,-6.300000190734863,813,0010,261.0,,,,,Alberts
80,1987-08-20,1.399999976158142,-1.7000000476837158,-6.300000190734863,-6.300000190734863,813,0010,261.0,,,"Heros, Hamburg",ichich,
79,1987-08-20,1.399999976158142,-1.7000000476837158,-3.200000047683716,-3.200000047683716,814,0011,261.0,,,"Heros, Hamburg",ichich,
2158,1987-08-20,1.399999976158142,-1.7000000476837158,-3.200000047683716,-3.200000047683716,814,0011,261.0,,,,,Alberts
2160,1987-08-21,1.399999976158142,-1.7000000476837158,-5.699999809265137,-5.699999809265137,815,0012,261.0,,,,,Alberts
81,1987-08-21,1.399999976158142,-1.7000000476837158,-5.699999809265137,-5.699999809265137,815,0012,261.0,,,"Heros, Hamburg",ichich,
2435,1993-08-31,1.100000023841858,0.0,-9.600000381469727,-9.600000381469727,816,0001,262.0,,,,,Berndt
355,1993-08-31,1.100000023841858,0.0,-9.600000381469727,-9.600000381469727,816,0001,262.0,,,Arsenaltaucher Wilhelmshaven,ichich,
2436,1993-08-31,1.100000023841858,0.0,-10.600000381469727,-10.600000381469727,817,0002,262.0,,,,,Berndt
356,1993-08-31,1.100000023841858,0.0,-10.600000381469727,-10.600000381469727,817,0002,262.0,,,Arsenaltaucher Wilhelmshaven,ichich,
2437,1993-09-01,1.100000023841858,0.0,-10.600000381469727,-10.600000381469727,818,0003,262.0,,,,,Berndt
357,1993-09-01,1.100000023841858,0.0,-10.600000381469727,-10.600000381469727,818,0003,262.0,,,Arsenaltaucher Wilhelmshaven,ichich,
735,1990-10-10,50.29999923706055,0.0,-4.199999809265137,-4.199999809265137,819,0010,263.0,,,"Heros, Hamburg",ichich,
2813,1990-10-10,50.29999923706055,0.0,-4.199999809265137,-4.199999809265137,819,0010,263.0,,,,,Berndt
2814,1990-10-11,50.29999923706055,0.0,-4.300000190734863,-4.300000190734863,820,0011,263.0,,,,,Berndt
736,1990-10-11,50.29999923706055,0.0,-4.300000190734863,-4.300000190734863,820,0011,263.0,,,"Heros, Hamburg",ichich,
737,1990-10-11,50.29999923706055,0.0,-4.800000190734863,-4.800000190734863,821,0012,263.0,,,"Heros, Hamburg",ichich,
2815,1990-10-11,50.29999923706055,0.0,-4.800000190734863,-4.800000190734863,821,0012,263.0,,,,,Berndt
2593,1991-07-02,0.0,0.0,-10.800000190734863,-10.800000190734863,822,1001,264.0,,,,,Alberts
513,1991-07-02,0.0,0.0,-10.800000190734863,-10.800000190734863,822,1001,264.0,,,Heros / WSA Lübeck,ichich,
2594,1991-07-02,0.0,0.0,-10.800000190734863,-10.800000190734863,823,1002,264.0,,,,,Alberts
514,1991-07-02,0.0,0.0,-10.800000190734863,-10.800000190734863,823,1002,264.0,,,Heros / WSA Lübeck,ichich,
2595,1991-07-03,0.0,0.0,-10.800000190734863,-10.800000190734863,824,1003,264.0,,,,,Alberts
515,1991-07-03,0.0,0.0,-10.800000190734863,-10.800000190734863,824,1003,264.0,,,Heros / WSA Lübeck,ichich,
511,1991-07-04,0.0,0.0,-11.100000381469727,-11.100000381469727,825,1004,264.0,,,Heros / WSA Lübeck,ichich,
2591,1991-07-04,0.0,0.0,-11.100000381469727,-11.100000381469727,825,1004,264.0,,,,,Alberts
2592,1991-07-04,0.0,0.0,-11.100000381469727,-11.100000381469727,826,1005,264.0,,,,,Alberts
512,1991-07-04,0.0,0.0,-11.100000381469727,-11.100000381469727,826,1005,264.0,,,Heros / WSA Lübeck,ichich,
3160,2000-09-25,3.799999952316284,0.0,-6.099999904632568,-6.099999904632568,827,0009,265.0,,,,,Eißfeldt
1082,2000-09-25,3.799999952316284,0.0,-6.099999904632568,-6.099999904632568,827,0009,265.0,,,WSA Meppen,ichich,
3161,2000-09-26,3.799999952316284,0.0,-6.099999904632568,-6.099999904632568,828,0010,265.0,,,,,Eißfeldt
1083,2000-09-26,3.799999952316284,0.0,-6.099999904632568,-6.099999904632568,828,0010,265.0,,,WSA Meppen,ichich,
3217,1989-03-06,0.0,0.0,-12.199999809265137,-12.199999809265137,829,0001,266.0,,,,,Alberts
1139,1989-03-06,0.0,0.0,-12.199999809265137,-12.199999809265137,829,0001,266.0,,,WSA Lübeck,ichich,
1140,1989-03-07,0.0,0.0,-8.199999809265137,-8.199999809265137,830,0002,266.0,,,WSA Lübeck,ichich,
3218,1989-03-07,0.0,0.0,-8.199999809265137,-8.199999809265137,830,0002,266.0,,,,,Alberts
1141,1989-03-08,0.0,0.0,-7.599999904632568,-7.599999904632568,831,0003,266.0,,,WSA Lübeck,ichich,
3219,1989-03-08,0.0,0.0,-7.599999904632568,-7.599999904632568,831,0003,266.0,,,,,Alberts
3214,1989-03-08,0.0,0.0,-10.699999809265137,-10.699999809265137,832,0004,266.0,,,,,Alberts
1136,1989-03-08,0.0,0.0,-10.699999809265137,-10.699999809265137,832,0004,266.0,,,WSA Lübeck,ichich,
1137,1989-03-09,0.0,0.0,-9.300000190734863,-9.300000190734863,833,0005,266.0,,,WSA Lübeck,ichich,
3215,1989-03-09,0.0,0.0,-9.300000190734863,-9.300000190734863,833,0005,266.0,,,,,Alberts
3216,1989-03-10,0.0,0.0,-10.199999809265137,-10.199999809265137,834,0006,266.0,,,,,Alberts
1138,1989-03-10,0.0,0.0,-10.199999809265137,-10.199999809265137,834,0006,266.0,,,WSA Lübeck,ichich,
841,2000-04-04,17.899999618530273,0.0,-4.5,-4.5,835,0007,267.0,,,WSA Meppen,ichich,
2919,2000-04-04,17.899999618530273,0.0,-4.5,-4.5,835,0007,267.0,,,,,Eißfeldt
2922,2000-04-05,17.899999618530273,0.0,-4.5,-4.5,836,0008,267.0,,,,,Eißfeldt
844,2000-04-05,17.899999618530273,0.0,-4.5,-4.5,836,0008,267.0,,,WSA Meppen,ichich,
2920,2000-04-05,17.899999618530273,0.0,-4.0,-4.0,837,0009,267.0,,,,,Eißfeldt
842,2000-04-05,17.899999618530273,0.0,-4.0,-4.0,837,0009,267.0,,,WSA Meppen,ichich,
843,2000-04-05,17.899999618530273,0.0,-4.0,-4.0,838,0010,267.0,,,WSA Meppen,ichich,
2921,2000-04-05,17.899999618530273,0.0,-4.0,-4.0,838,0010,267.0,,,,,Eißfeldt
2097,2005-09-07,21.600000381469727,0.0,-6.300000190734863,-6.300000190734863,839,0007,268.0,,,,,Eißfeldt
18,2005-09-07,21.600000381469727,0.0,-6.300000190734863,-6.300000190734863,839,0007,268.0,,,WSA Meppen,ichich,
2098,2005-09-07,21.600000381469727,0.0,-7.300000190734863,-7.300000190734863,840,0008,268.0,,,,,Eißfeldt
19,2005-09-07,21.600000381469727,0.0,-7.300000190734863,-7.300000190734863,840,0008,268.0,,,WSA Meppen,ichich,
2238,1988-08-14,0.0,0.0,-5.699999809265137,-5.699999809265137,841,1001,269.0,,,,,Berndt
159,1988-08-14,0.0,0.0,-5.699999809265137,-5.699999809265137,841,1001,269.0,,,WSA Lübeck,ichich,
160,1988-06-16,0.0,0.0,-5.400000095367432,-5.699999809265137,842,1002,269.0,,,WSA Lübeck,ichich,
2239,1988-06-16,0.0,0.0,-5.400000095367432,-5.699999809265137,842,1002,269.0,,,,,Berndt
161,1988-06-15,0.0,0.0,-5.199999809265137,-5.199999809265137,843,1003,269.0,,,WSA Lübeck,ichich,
2240,1988-06-15,0.0,0.0,-5.199999809265137,-5.199999809265137,843,1003,269.0,,,,,Berndt
162,1988-06-16,0.0,0.0,-5.099999904632568,-5.099999904632568,844,1004,269.0,,,WSA Lübeck,ichich,
2241,1988-06-16,0.0,0.0,-5.099999904632568,-5.099999904632568,844,1004,269.0,,,,,Berndt
2242,1988-06-20,0.0,0.0,-6.5,-6.5,845,1005,269.0,,,,,Berndt
163,1988-06-20,0.0,0.0,-6.5,-6.5,845,1005,269.0,,,WSA Lübeck,ichich,
164,1988-06-21,0.0,0.0,-12.5,-12.600000381469727,846,1006,269.0,,,WSA Lübeck,ichich,
2243,1988-06-21,0.0,0.0,-12.5,-12.600000381469727,846,1006,269.0,,,,,Berndt
2608,1991-05-13,0.0,0.0,-12.5,-12.5,847,1001,270.0,,,,,Berndt
529,1991-05-13,0.0,0.0,-12.5,-12.5,847,1001,270.0,,,WSA Lübeck,ichich,
530,1991-05-14,0.0,0.0,-12.100000381469727,-12.100000381469727,848,1002,270.0,,,WSA Lübeck,ichich,
2609,1991-05-14,0.0,0.0,-12.100000381469727,-12.100000381469727,848,1002,270.0,,,,,Berndt
532,1991-05-14,0.0,0.0,-11.0,-11.0,849,1003,270.0,,,WSA Lübeck,ichich,
2611,1991-05-14,0.0,0.0,-11.0,-11.0,849,1003,270.0,,,,,Berndt
2610,1991-05-15,0.0,0.0,-11.100000381469727,-11.100000381469727,850,1004,270.0,,,,,Berndt
531,1991-05-15,0.0,0.0,-11.100000381469727,-11.100000381469727,850,1004,270.0,,,WSA Lübeck,ichich,
2612,1991-05-15,0.0,0.0,-12.399999618530273,-12.399999618530273,851,1005,270.0,,,,,Berndt
533,1991-05-15,0.0,0.0,-12.399999618530273,-12.399999618530273,851,1005,270.0,,,WSA Lübeck,ichich,
535,1991-05-15,0.0,0.0,-11.399999618530273,-11.399999618530273,852,1006,270.0,,,WSA Lübeck,ichich,
2614,1991-05-15,0.0,0.0,-11.399999618530273,-11.399999618530273,852,1006,270.0,,,,,Berndt
2615,1991-05-15,0.0,0.0,-11.199999809265137,-11.199999809265137,853,1007,270.0,,,,,Berndt
536,1991-05-15,0.0,0.0,-11.199999809265137,-11.199999809265137,853,1007,270.0,,,WSA Lübeck,ichich,
534,1991-05-21,0.0,0.0,-12.199999809265137,-12.199999809265137,854,1012,270.0,,,WSA Lübeck,ichich,
2613,1991-05-21,0.0,0.0,-12.199999809265137,-12.199999809265137,854,1012,270.0,,,,,Berndt
4051,2012-07-12,1.5,-1.600000023841858,-7.0,-7.0,855,03/12,271.0,,,,,Jakobs
1985,2012-07-12,1.5,-1.600000023841858,-7.0,-7.0,855,03/12,271.0,,,WSA Brunsbüttel,Jakobs,
4052,2012-07-11,1.5,-1.600000023841858,-7.0,-7.0,856,04/12,271.0,,,,,Jakobs
1986,2012-07-11,1.5,-1.600000023841858,-7.0,-7.0,856,04/12,271.0,,,WSA Brunsbüttel,Jakobs,
2345,1990-07-30,0.0,0.0,-5.400000095367432,-5.400000095367432,857,0001,272.0,,,,,Alberts
265,1990-07-30,0.0,0.0,-5.400000095367432,-5.400000095367432,857,0001,272.0,,,WSA Lübeck,Berndt,
2344,1990-07-31,0.0,0.0,-9.300000190734863,-9.300000190734863,858,0003,272.0,,,,,Alberts
264,1990-07-31,0.0,0.0,-9.300000190734863,-9.300000190734863,858,0003,272.0,,,WSA Lübeck,Berndt,
2343,1990-07-31,0.0,0.0,-9.800000190734863,-9.800000190734863,859,0005,272.0,,,,,Alberts
263,1990-07-31,0.0,0.0,-9.800000190734863,-9.800000190734863,859,0005,272.0,,,WSA Lübeck,Berndt,
262,1990-08-02,0.0,0.0,-11.800000190734863,-11.800000190734863,860,0007,272.0,,,WSA Lübeck,Berndt,
2342,1990-08-02,0.0,0.0,-11.800000190734863,-11.800000190734863,860,0007,272.0,,,,,Alberts
2346,1990-08-06,0.0,0.0,-11.800000190734863,-10.800000190734863,861,0009,272.0,,,,,Alberts
266,1990-08-06,0.0,0.0,-11.800000190734863,-10.800000190734863,861,0009,272.0,,,WSA Lübeck,Berndt,
3559,2004-08-31,2.0,0.0,-6.599999904632568,-6.599999904632568,862,0013,273.0,,,,,Eißfeldt
1495,2004-08-31,2.0,0.0,-6.599999904632568,-6.599999904632568,862,0013,273.0,,,WSA Meppen,ichich,
1496,2004-08-31,2.0,0.0,-6.599999904632568,-6.599999904632568,863,0014,273.0,,,WSA Meppen,ichich,
3560,2004-08-31,2.0,0.0,-6.599999904632568,-6.599999904632568,863,0014,273.0,,,,,Eißfeldt
3561,2004-08-31,2.0,0.0,-6.599999904632568,-6.599999904632568,864,0015,273.0,,,,,Eißfeldt
1497,2004-08-31,2.0,0.0,-6.599999904632568,-6.599999904632568,864,0015,273.0,,,WSA Meppen,ichich,
1498,2004-09-01,2.0,0.0,-6.599999904632568,-6.599999904632568,865,0016,273.0,,,WSA Meppen,ichich,
3562,2004-09-01,2.0,0.0,-6.599999904632568,-6.599999904632568,865,0016,273.0,,,,,Eißfeldt
885,1991-06-03,0.0,0.0,-8.199999809265137,-8.199999809265137,866,1011,274.0,,,WSA Lübeck,ichich,
2963,1991-06-03,0.0,0.0,-8.199999809265137,-8.199999809265137,866,1011,274.0,,,,,Berndt
