site_id,site_name,parameter,n_observations,first_timestamp,last_timestamp,mean_value,std_value,min_value,max_value
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Ammonium-Stickstoff (NH4-N),458,1959-04-01 18:05:00,1968-07-01 15:20:00,2.2807,1.616,0.02,8.6
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",BSB 5 (Zehrung 5) ohne Hemmer,462,1959-04-01 18:05:00,1968-07-01 15:20:00,6.7974,2.5683,1.1,18.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Calcium (Ca),51,1964-01-27 10:45:00,1968-06-11 12:10:00,68.849,9.5885,48.0,92.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Chlorid (Cl),467,1959-04-01 18:05:00,1968-07-01 15:20:00,239.7987,94.4167,79.0,610.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",elektrische Leitfähigkeit (25°C),417,1959-04-01 18:05:00,1968-07-01 15:20:00,115.206,40.9721,39.3,261.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Gesamthärte (Ca + Mg),100,1959-04-13 15:20:00,1968-06-11 12:10:00,3.224,0.5261,2.1,4.7
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Kalium (K),20,1959-04-13 15:20:00,1968-05-27 12:30:00,14.355,2.616,10.1,18.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Magnesium (Mg),51,1964-01-27 10:45:00,1968-06-11 12:10:00,29.4765,8.051,10.0,48.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Nitrat-Stickstoff (NO3-N),350,1959-04-13 15:20:00,1968-07-01 15:20:00,1.4154,0.5566,0.1,2.8
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Nitrit-Stickstoff (NO2-N),165,1959-07-17 09:00:00,1968-07-01 15:20:00,0.0146,0.1162,-0.09,0.52
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",ortho-Phosphat-Phosphor (o-PO4-P),76,1966-11-25 11:10:00,1968-07-01 15:20:00,0.0825,0.1123,0.0,0.78
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",pH-Wert,463,1959-04-01 18:05:00,1968-07-01 15:20:00,7.297,0.2868,5.9,8.1
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Sauerstoffgehalt,482,1959-04-01 18:05:00,1968-07-01 15:20:00,7.3878,2.5825,1.2,13.9
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Sauerstoffsättigung,481,1959-04-01 18:05:00,1968-07-01 15:20:00,64.8524,16.4937,14.0,98.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Sulfat (SO4),58,1962-02-19 13:00:00,1968-06-11 12:10:00,144.8276,27.3157,79.0,230.0
8153,"Teufelsbrück Nordufer (Strom-km 630,1)",Wassertemperatur,482,1959-04-01 18:05:00,1968-07-01 15:20:00,10.718,7.1672,-0.4,24.7
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Abfiltrierbare Stoffe,1014,1959-04-08 12:55:00,1991-12-23 11:10:00,16.6924,9.6744,1.0,74.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Ammonium-Stickstoff (NH4-N),1630,1959-04-01 18:13:00,1991-12-23 11:10:00,1.993,1.327,0.0,8.4
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",BSB 14 (Zehrung 14) ohne Hemmer,287,1986-03-06 12:00:00,1991-12-23 11:10:00,12.5254,3.8246,4.9,28.3
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",BSB 21 (Zehrung 21) ohne Hemmer,284,1986-03-06 12:00:00,1991-12-23 11:10:00,14.5352,4.6926,6.2,55.7
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",BSB 5 (Zehrung 5) ohne Hemmer,1396,1959-04-01 18:13:00,1987-12-30 12:05:00,7.0772,3.0358,1.4,25.9
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",BSB 7 (Zehrung 7) ohne Hemmer,284,1986-06-02 08:35:00,1991-12-23 11:10:00,8.157,2.7226,2.6,20.1
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Calcium (Ca),64,1964-01-27 10:55:00,1981-12-08 08:10:00,73.4375,14.9283,49.0,115.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Chlorid (Cl),1650,1959-04-01 18:13:00,1991-12-16 12:40:00,202.5248,75.3528,50.0,615.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",CSB (chemischer Sauerstoffbedarf),636,1978-01-13 08:45:00,1991-12-09 10:30:00,35.7343,8.034,16.0,87.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",DOC (gelöster organischer Kohlenstoff),495,1982-02-04 11:55:00,1991-12-23 11:10:00,10.1299,2.1017,5.5,18.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",elektrische Leitfähigkeit (25°C),1578,1959-04-01 18:13:00,1991-12-23 11:10:00,116.9896,29.5451,40.4,275.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Gesamthärte (Ca + Mg),102,1959-04-13 15:30:00,1968-10-21 11:45:00,3.2216,0.5311,2.1,4.6
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Gesamt-Phosphor (P),703,1978-01-13 08:45:00,1991-12-23 11:10:00,0.2998,0.1337,0.02,1.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Gesamt-Stickstoff (N),699,1978-01-13 08:45:00,1991-12-23 11:10:00,6.8536,1.2589,3.0,11.7
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Kalium (K),905,1959-04-13 15:30:00,1981-12-28 12:30:00,13.5352,3.0794,4.7,24.9
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Magnesium (Mg),64,1964-01-27 10:55:00,1981-12-08 08:10:00,27.5672,8.816,10.0,52.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Natrium (Na),10,1964-02-17 15:15:00,1964-12-21 14:05:00,175.1,54.2555,100.0,250.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Nitrat-Stickstoff (NO3-N),1453,1959-04-13 15:30:00,1991-12-23 11:10:00,2.9413,1.4535,0.04,7.1
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Nitrit-Stickstoff (NO2-N),1341,1959-07-17 09:10:00,1991-12-23 11:10:00,0.0286,0.1205,-0.09,0.81
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",ortho-Phosphat-Phosphor (o-PO4-P),1263,1966-11-25 11:20:00,1991-12-23 11:10:00,0.1095,0.1149,-0.09,1.5
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",pH-Wert,1637,1959-04-01 18:13:00,1991-12-23 11:10:00,7.3545,0.2275,6.0,8.4
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Sauerstoffgehalt,1656,1959-04-01 18:13:00,1991-12-23 11:10:00,7.419,2.8716,0.9,13.5
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Sauerstoffsättigung,1647,1959-04-01 18:13:00,1991-12-23 11:10:00,65.6545,19.0055,11.0,106.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Sulfat (SO4),594,1962-02-19 13:10:00,1991-12-09 10:30:00,167.1599,23.8585,77.0,254.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",TOC (organischer Kohlenstoff),616,1978-01-13 08:45:00,1991-12-23 11:10:00,13.1104,3.8157,6.4,39.0
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",TON (organischer Stickstoff),49,1978-01-13 08:45:00,1978-12-28 15:20:00,2.3082,1.0828,0.3,4.8
8154,"Teufelsbrück Strommitte (Strom-km 630,1)",Wassertemperatur,1647,1959-04-01 18:13:00,1991-12-23 11:10:00,11.0834,6.9255,-1.1,25.9
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Abfiltrierbare Stoffe,387,1959-04-08 13:05:00,1968-07-01 15:40:00,12.1155,5.1081,1.0,38.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Ammonium-Stickstoff (NH4-N),438,1959-04-01 18:22:00,1968-07-01 15:40:00,2.1869,1.5463,0.0,8.4
8155,"Teufelsbrück Südufer (Strom-km 630,1)",BSB 5 (Zehrung 5) ohne Hemmer,403,1959-04-01 18:22:00,1968-07-01 15:40:00,6.0993,2.3312,1.8,16.6
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Calcium (Ca),52,1964-01-27 11:05:00,1968-06-11 12:30:00,68.8154,9.7377,48.0,92.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Chlorid (Cl),449,1959-04-01 18:22:00,1968-07-01 15:40:00,238.922,91.9282,82.0,595.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",elektrische Leitfähigkeit (25°C),397,1959-04-01 18:22:00,1968-07-01 15:40:00,114.1151,40.465,33.1,270.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Gesamthärte (Ca + Mg),101,1959-04-13 15:40:00,1968-06-11 12:30:00,3.2188,0.5381,2.1,4.9
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Kalium (K),4,1959-04-13 15:40:00,1959-06-08 13:58:00,11.6,0.9522,11.0,13.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Magnesium (Mg),52,1964-01-27 11:05:00,1968-06-11 12:30:00,29.8365,9.3433,9.0,62.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Nitrat-Stickstoff (NO3-N),349,1959-04-13 15:40:00,1968-07-01 15:40:00,1.3669,0.5493,0.06,2.8
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Nitrit-Stickstoff (NO2-N),162,1959-07-17 09:18:00,1968-07-01 15:40:00,0.0133,0.1166,-0.09,0.54
8155,"Teufelsbrück Südufer (Strom-km 630,1)",ortho-Phosphat-Phosphor (o-PO4-P),73,1966-11-25 11:30:00,1968-07-01 15:40:00,0.0536,0.0919,-0.03,0.42
8155,"Teufelsbrück Südufer (Strom-km 630,1)",pH-Wert,445,1959-04-01 18:22:00,1968-07-01 15:40:00,7.3456,0.2548,6.1,8.2
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Sauerstoffgehalt,462,1959-04-01 18:22:00,1968-07-01 15:40:00,7.1106,2.708,0.7,14.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Sauerstoffsättigung,460,1959-04-01 18:22:00,1968-07-01 15:40:00,62.6261,17.2753,9.0,107.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Sulfat (SO4),58,1962-02-19 13:20:00,1968-06-11 12:30:00,147.931,30.0017,90.0,252.0
8155,"Teufelsbrück Südufer (Strom-km 630,1)",Wassertemperatur,462,1959-04-01 18:22:00,1968-07-01 15:40:00,11.1188,6.9415,-0.4,24.7
8162,"Tonne 133 (Teufelsbrück) - Strom-km 631,5",elektrische Leitfähigkeit (25°C),128,2010-03-08 14:20:00,2015-12-14 11:04:00,93.4273,16.3652,55.9,131.0
8162,"Tonne 133 (Teufelsbrück) - Strom-km 631,5",pH-Wert,128,2010-03-08 14:20:00,2015-12-14 11:04:00,7.8,0.3097,7.2,9.1
8162,"Tonne 133 (Teufelsbrück) - Strom-km 631,5",Sauerstoffgehalt,128,2010-03-08 14:20:00,2015-12-14 11:04:00,9.0062,3.1393,2.1,14.3
8162,"Tonne 133 (Teufelsbrück) - Strom-km 631,5",Sauerstoffsättigung,108,2011-01-11 13:30:00,2015-12-14 11:04:00,81.537,19.5622,25.0,116.0
8162,"Tonne 133 (Teufelsbrück) - Strom-km 631,5",Wassertemperatur,128,2010-03-08 14:20:00,2015-12-14 11:04:00,12.8133,6.896,0.4,25.1
